id;text
the script is a classy piece of work , featuring a master who can spit slime out of his mouth and nice dialogue , and the movie as a whole is one fans will love , and it is a good stand alone viewing for nonfans to enjoy the series . 
so what is it ? 
simple : no plot . 
the master , on his last legs , sends for the doctor to rescue him after the daleks put him on trial on their planet skaro and exterminate him . 
the doctor attempts to take his remains back to gallifrey , but they accidentally land in san francisco , 1999 , december 31 , where the master , with young street hood chang lee's help , opens the eye of harmony , which will suck the earth through it at midnight if the doctor , with the help of female surgeon , dr . grace holloway , doesn't close it by then . 
virtually no plot . 
i was told the movie would've featured the daleks on screen and started with more of a courtroom drama between the master and the daleks , but a lot of rewriting went on on the set . 
that shows how smart people are , as it would have made the movie a hell of a lot more interesting , and that would've gotten a four star rating out of me . 
"

82;"lengthy and lousy are two words to describe the boring drama the english patient . 
great acting , music and cinematography were nice , but too many dull sub-plots and characters made the film hard to follow . 
ralph fiennes ( strange days , schindler's list ) gives a gripping performance as count laszlo almasy , a victim of amnesia and horrible burns after world war ii in italy . 
the story revolves around his past , in flashback form , making it even more confusing . 
anyway , he is taken in by hana ( juliette binoche , the horseman on the roof ) , a boring war-torn nurse . 
she was never really made into anything , until she met an indian towards the end , developing yet another sub-plot . 
count almasy begins to remember what happened to him as it is explained by a stranger ( willem dafoe , basquiat ) . 
his love ( kirstin scott thomas , mission impossible ) was severely injured in a plane crash , and eventually died in a cave . 
he returned to find her dead and was heart-broken . 
so he flew her dead body somewhere , but was shot down from the ground . 
don't get the wrong idea , it may sound good and the trailer may be tempting , but good is the last thing this film is . 
maybe if it were an hour less , it may have been tolerable , but 2 hours and 40 minutes of talking is too much to handle . 
the only redeeming qualities about this film are the fine acting of fiennes and dafoe and the beautiful desert cinematography . 
other than these , the english patient is full of worthless scenes of boredom and wastes entirely too much film . 
 , 
"

83;"dreamworks pictures presents a jinks/ cohen company production kevin spacey annette bening ' american beauty ' thora birch allison janney peter gallagher mena suvari wes bentley and chris cooper co-producers stan wlodkowski alan ball music by thomas newman costume designer julie weiss film editor tariq anway chris greenbury production designer naomi shohan director of photography conrad l . hall , a . s . c . 
produced by bruce cohen & dan jinks written by alan ball directed by sam mendes 
 ' both my wife and daughter think i'm this gigantic loser . 
and they're right . 
i have lost something . 
i didn't always feel this sedated . ' 
with that piece of dialogue , we are fully introduced to lester burnham ( kevin spacey ) , a 42 year old man trapped within his own life . 
lester works for an advertising agency . 
his growing dissatisfaction with his job is only one of the mid-life crisis he is suffering . 
estranged from both his wife and his daughter , lester starts to crack under the stress . 
